#       RA           DEC
      42.3476     -20.3019
      43.4523     -22.7380
      44.3857     -25.2407
      45.1367     -27.7978
      45.6920     -30.3969
      46.0358     -33.0246
      45.0473     -36.0078
      44.8308     -38.6207
      44.3221     -41.2101
      43.4883     -43.7555
      42.2917     -46.2337
      40.6906     -48.6180
      38.6413     -50.8774
      36.1020     -52.9766
      33.0388     -54.8757
      29.4358     -56.5304
      25.3069     -57.8947
      20.7086     -58.9236
      15.7481     -59.5779
      10.5800     -59.8302
      5.39054     -59.6695
     0.368931     -59.1028
      355.679     -58.1543
      351.439     -56.8609
      347.716     -55.2667
      344.534     -53.4181
      341.880     -51.3598
      339.725     -49.1328
      338.028     -46.7735
      336.326     -43.2760
      335.557     -40.7205
      335.107     -38.1251
      334.942     -35.5098
      335.037     -32.8924
      335.367     -30.2889
      335.913     -27.7143
      336.659     -25.1823
      337.592     -22.7063
      338.699     -20.2988
      339.972     -17.9724
      341.401     -15.7391
      342.978     -13.6110
      344.696     -11.5997
      346.548     -9.71691
      348.526     -7.97403
      350.622     -6.38205
      352.826     -4.95155
      355.129     -3.69245
      357.518     -2.61389
      359.983     -1.72400
      2.50871     -1.02972
      5.08072    -0.536636
      7.68352    -0.248772
      10.3009    -0.168541
      12.9164    -0.296608
      15.5136    -0.631889
      18.0763     -1.17163
      21.7191     -2.31533
      24.1337     -3.33578
      26.4648     -4.53941
      28.7009     -5.91741
      30.8314     -7.46007
      32.8470     -9.15698
      34.7392     -10.9973
      36.5001     -12.9696
      38.1223     -15.0626
      39.5983     -17.2643
      40.9205     -19.5629
      42.0805     -21.9464
      43.0688     -24.4023
      43.8747     -26.9182
      44.4851     -29.4810
      44.8846     -32.0770
      45.0550     -34.6917
      48.3124     -36.4401
      48.1754     -39.1302
      47.7617     -41.8039
      47.0372     -44.4437
      45.9616     -47.0292
      44.4880     -49.5367
      42.5643     -51.9381
      40.1347     -54.2006
      37.1456     -56.2856
      33.5543     -58.1485
      29.3432     -59.7401
      24.5376     -61.0087
      19.2228     -61.9053
      13.5524     -62.3900
      7.73761     -62.4391
      2.01525     -62.0500
      356.606     -61.2421
      351.677     -60.0522
      347.329     -58.5280
      343.601     -56.7211
      340.480     -54.6815
      337.931     -52.4550
      335.899     -50.0815
      334.330     -47.5950
      333.542     -45.9535
      332.619     -43.3426
      332.029     -40.6862
      331.735     -38.0036
      331.705     -35.3115
      331.913     -32.6249
      332.337     -29.9571
      332.960     -27.3209
      333.766     -24.7280
      334.745     -22.1898
      335.886     -19.7173
      337.180     -17.3212
      338.622     -15.0124
      340.205     -12.8015
      341.923     -10.6993
      343.770     -8.71633
      345.742     -6.86329
      347.830     -5.15063
      350.030     -3.58853
      352.331     -2.18684
      354.726    -0.954803
      357.203    0.0990067
      359.752     0.966980
      2.35864      1.64259
      5.00951      2.12062
      7.68956      2.39729
      10.3832      2.47037
      13.0746      2.33926
      15.7479      2.00504
      18.3877      1.47038
      22.4861     0.216179
      24.9731    -0.815109
      27.3786     -2.02563
      29.6921     -3.40690
      31.9043     -4.94974
      34.0071     -6.64439
      35.9932     -8.48069
      37.8563     -10.4482
      39.5906     -12.5363
      41.1903     -14.7344
      42.6498     -17.0317
      43.9630     -19.4176
      45.1231     -21.8813
      46.1220     -24.4120
      46.9502     -26.9987
      47.5962     -29.6302
      48.0456     -32.2947
      48.2813     -34.9798
      47.2046     -37.2094
      46.9478     -39.8703
      46.3981     -42.5066
      45.5198     -45.0987
      44.2713     -47.6244
      42.6058     -50.0575
      40.4725     -52.3676
      37.8207     -54.5190
      34.6068     -56.4706
      30.8045     -58.1766
      26.4202     -59.5876
      21.5087     -60.6548
      16.1855     -61.3351
      10.6245     -61.5979
      5.03881     -61.4305
      359.646     -60.8410
      354.630     -59.8565
      350.122     -58.5179
      346.188     -56.8733
      342.845     -54.9722
      340.071     -52.8615
      337.827     -50.5835
      336.062     -48.1750
      334.458     -45.0445
      333.587     -42.4511
      333.044     -39.8142
      332.793     -37.1530
      332.804     -34.4845
      333.052     -31.8241
      333.516     -29.1857
      334.178     -26.5823
      335.025     -24.0261
      336.046     -21.5289
      337.229     -19.1021
      338.568     -16.7570
      340.054     -14.5049
      341.682     -12.3566
      343.444     -10.3233
      345.336     -8.41591
      347.350     -6.64519
      349.478     -5.02170
      351.715     -3.55563
      354.049     -2.25668
      356.470     -1.13382
      358.969    -0.195168
      1.53021     0.552238
      4.14159      1.10260
      6.78781      1.45156
      9.45331      1.59630
      12.1221      1.53564
      14.7781      1.27005
      17.4056     0.801720
      19.9894     0.134377
      20.5633   -0.0427094
      23.0741    -0.946571
      25.5109     -2.03603
      27.8620     -3.30314
      30.1168     -4.73907
      32.2661     -6.33427
      34.3016     -8.07862
      36.2162     -9.96162
      38.0031     -11.9725
      39.6561     -14.1004
      41.1689     -16.3342
      42.5352     -18.6630
      43.7479     -21.0755
      44.7990     -23.5606
      45.6790     -26.1068
      46.3767     -28.7024
      46.8784     -31.3353
      47.1675     -33.9926
      50.4596     -37.5233
      50.3030     -40.2581
      49.8710     -42.9765
      49.1272     -45.6618
      48.0279     -48.2946
      46.5215     -50.8521
      44.5486     -53.3067
      42.0443     -55.6257
      38.9428     -57.7698
      35.1873     -59.6929
      30.7463     -61.3428
      25.6354     -62.6633
      19.9411     -63.5999
      13.8340     -64.1075
      7.55796     -64.1589
      1.39014     -63.7513
      355.586     -62.9068
      350.335     -61.6672
      345.741     -60.0857
      341.835     -58.2187
      338.592     -56.1196
      335.960     -53.8358
      333.875     -51.4084
      332.270     -48.8713
      330.712     -45.1745
      330.028     -42.4818
      329.649     -39.7592
      329.539     -37.0231
      329.670     -34.2876
      330.018     -31.5657
      330.564     -28.8691
      331.292     -26.2089
      332.190     -23.5955
      333.249     -21.0390
      334.459     -18.5496
      335.815     -16.1371
      337.310     -13.8115
      338.939     -11.5828
      340.699     -9.46104
      342.584     -7.45633
      344.589     -5.57880
      346.709     -3.83855
      348.939     -2.24545
      351.270    -0.809105
      353.695     0.461334
      356.204      1.55737
      358.786      2.47130
      1.42871      3.19646
      4.11915      3.72738
      6.84266      4.05995
      9.58410      4.19155
      12.3279      4.12112
      15.0585      3.84924
      17.7605      3.37805
      20.4193      2.71122
      21.1991      2.47605
      23.7815      1.56320
      26.2909     0.468201
      28.7164    -0.801254
      31.0482     -2.23666
      33.2782     -3.82888
      35.3993     -5.56831
      37.4052     -7.44508
      39.2907     -9.44909
      41.0508     -11.5702
      42.6811     -13.7983
      44.1769     -16.1234
      45.5333     -18.5354
      46.7445     -21.0244
      47.8039     -23.5805
      48.7033     -26.1936
      49.4327     -28.8536
      49.9796     -31.5500
      50.3287     -34.2718
      49.3677     -35.6318
      49.3459     -38.3469
      49.0634     -41.0534
      48.4878     -43.7352
      47.5808     -46.3738
      46.2966     -48.9476
      44.5827     -51.4314
      42.3806     -53.7950
      39.6297     -56.0024
      36.2741     -58.0116
      32.2747     -59.7743
      27.6272     -61.2379
      22.3831     -62.3489
      16.6661     -63.0591
      10.6735     -63.3339
      4.65205     -63.1588
      358.854     -62.5431
      353.492     -61.5175
      348.704     -60.1279
      344.560     -58.4270
      341.063     -56.4683
      338.182     -54.3012
      335.863     -51.9691
      334.046     -49.5093
      332.671     -46.9531
      331.661     -44.2506
      331.024     -41.5756
      330.688     -38.8726
      330.617     -36.1580
      330.786     -33.4463
      331.172     -30.7508
      331.756     -28.0836
      332.522     -25.4561
      333.460     -22.8792
      334.559     -20.3635
      335.811     -17.9193
      337.209     -15.5572
      338.748     -13.2873
      340.421     -11.1199
      342.225     -9.06564
      344.153     -7.13468
      346.200     -5.33741
      348.361     -3.68398
      350.627     -2.18428
      352.992    -0.847801
      355.445     0.316582
      357.976      1.30075
     0.572344      2.09756
      3.22197      2.70101
      5.91021      3.10644
      8.62197      3.31065
      11.3417      3.31202
      14.0537      3.11050
      16.7423      2.70773
      19.3926      2.10690
      21.8608      1.35718
      24.3963     0.384750
      26.8545    -0.768379
      29.2248     -2.09415
      31.4978     -3.58372
      33.6653     -5.22765
      35.7201     -7.01606
      37.6561     -8.93880
      39.4676     -10.9856
      41.1496     -13.1460
      42.6968     -15.4097
      44.1041     -17.7663
      45.3656     -20.2055
      46.4746     -22.7169
      47.4229     -25.2903
      48.2010     -27.9149
      48.7966     -30.5799
      49.1952     -33.2739
      52.5192     -35.7650
      52.5979     -38.5444
      52.4349     -41.3217
      51.9987     -44.0832
      51.2507     -46.8134
      50.1440     -49.4938
      48.6218     -52.1022
      46.6174     -54.6122
      44.0556     -56.9908
      40.8564     -59.1985
      36.9460     -61.1874
      32.2744     -62.9018
      26.8435     -64.2807
      20.7380     -65.2630
      14.1479     -65.7969
      7.35752     -65.8511
     0.695615     -65.4221
      354.462     -64.5357
      348.870     -63.2400
      344.027     -61.5948
      339.950     -59.6620
      336.599     -57.4986
      333.902     -55.1542
      331.780     -52.6705
      330.157     -50.0815
      328.963     -47.4150
      328.058     -44.3416
      327.594     -41.5822
      327.407     -38.8058
      327.464     -36.0261
      327.740     -33.2552
      328.214     -30.5044
      328.869     -27.7839
      329.693     -25.1033
      330.674     -22.4722
      331.805     -19.8997
      333.078     -17.3950
      334.489     -14.9673
      336.032     -12.6258
      337.705     -10.3800
      339.503     -8.23941
      341.422     -6.21368
      343.459     -4.31254
      345.610     -2.54575
      347.868    -0.922951
      350.228     0.546440
      352.683      1.85336
      355.222      2.98932
