# ID        RA           DEC
 1017       350.192     -55.2630
 1018       346.832     -53.5598
 1019       343.990     -51.6255
 1020       341.647     -49.5025
 1021       339.771     -47.2292
 1022       338.350     -44.8922
 1023       337.281     -42.4178
 1024       336.561     -39.8827
 1025       336.156     -37.3097
 1026       336.036     -34.7192
 1027       336.173     -32.1293
 1028       336.545     -29.5568
 1029       337.135     -27.0168
 1030       337.924     -24.5239
 1031       338.901     -22.0917
 1032       340.054     -19.7335
 1033       341.372     -17.4620
 1034       342.847     -15.2900
 1035       344.471     -13.2298
 1036       346.235     -11.2934
 1037       348.131     -9.49277
 1038       350.151     -7.83942
 1039       352.285     -6.34441
 1040       354.524     -5.01819
 1041       356.855     -3.87043
 1042       359.267     -2.90985
 1043       1.74637     -2.14400
 1044       4.27778     -1.57906
 1045       6.84590     -1.21973
 1046       9.43440     -1.06902
 1047       12.0266     -1.12822
 1048       14.6056     -1.39683
 1049       17.1550     -1.87256
 1050       19.7999     -2.59618
 1051       22.2390     -3.48376
 1052       24.6026     -4.56151
 1053       26.8777     -5.82115
 1054       29.0528     -7.25335
 1055       31.1171     -8.84793
 1056       33.0612     -10.5941
 1057       34.8763     -12.4803
 1058       36.5540     -14.4950
 1059       38.0864     -16.6261
 1060       39.4652     -18.8613
 1061       40.6818     -21.1881
 1062       41.7267     -23.5938
 1063       42.5889     -26.0653
 1064       43.2558     -28.5891
 1065       43.7125     -31.1510
 1066       43.9414     -33.7362
 1067       42.7009     -37.3032
 1068       42.2491     -39.8439
 1069       41.4759     -42.3421
 1070       40.3472     -44.7735
 1071       38.8263     -47.1106
 1072       36.8756     -49.3224
 1073       34.4606     -51.3735
 1074       31.5560     -53.2247
 1075       28.1536     -54.8338
 1076       24.2730     -56.1569
 1077       19.9708     -57.1522
 1078       15.3466     -57.7840
 1079       10.5393     -58.0274
 1080       5.71312     -57.8724
 1081       1.03495     -57.3253
 1082       356.651     -56.4081
 1083       352.670     -55.1545
 1084       349.158     -53.6054
 1085       346.143     -51.8043
 1086       343.621     -49.7941
 1087       341.569     -47.6150
 1088       339.956     -45.3029
 1089       339.265     -44.0328
 1090       338.250     -41.5781
 1091       337.579     -39.0644
 1092       337.220     -36.5149
 1093       337.143     -33.9504
 1094       337.324     -31.3897
 1095       337.739     -28.8499
 1096       338.372     -26.3468
 1097       339.207     -23.8953
 1098       340.229     -21.5098
 1099       341.428     -19.2039
 1100       342.793     -16.9910
 1101       344.315     -14.8842
 1102       345.985     -12.8962
 1103       347.795     -11.0394
 1104       349.734     -9.32593
 1105       351.795     -7.76738
 1106       353.966     -6.37476
 1107       356.236     -5.15836
 1108       358.592     -4.12747
 1109       1.02209     -3.29028
 1110       3.51039     -2.65364
 1111       6.04146     -2.22289
 1112       8.59884     -2.00169
 1113       11.1656     -1.99196
 1114       13.7245     -2.19379
 1115       16.2587     -2.60543
 1116       18.7516     -3.22336
 1117       20.3273     -3.72800
 1118       22.7185     -4.67304
 1119       25.0290     -5.80742
 1120       27.2457     -7.12230
 1121       29.3569     -8.60783
 1122       31.3518     -10.2533
 1123       33.2207     -12.0473
 1124       34.9542     -13.9781
 1125       36.5436     -16.0332
 1126       37.9802     -18.2002
 1127       39.2548     -20.4660
 1128       40.3576     -22.8175
 1129       41.2778     -25.2412
 1130       42.0028     -27.7230
 1131       42.5180     -30.2483
 1132       42.8064     -32.8017
 1133       42.8479     -35.3666
 1134       46.0440     -37.9372
 1135       45.6631     -40.5646
 1136       44.9732     -43.1582
 1137       43.9372     -45.6966
 1138       42.5130     -48.1553
 1139       40.6547     -50.5058
 1140       38.3151     -52.7152
 1141       35.4508     -54.7453
 1142       32.0305     -56.5534
 1143       28.0474     -58.0927
 1144       23.5330     -59.3155
 1145       18.5701     -60.1772
 1146       13.2976     -60.6419
 1147       7.90010     -60.6889
 1148       2.58260     -60.3159
 1149       357.537     -59.5400
 1150       352.914     -58.3940
 1151       348.808     -56.9210
 1152       345.262     -55.1686
 1153       342.276     -53.1840
 1154       339.823     -51.0111
 1155       337.861     -48.6889
 1156       336.345     -46.2517
 1157       335.386     -44.1517
 1158       334.566     -41.5769
 1159       334.069     -38.9602
 1160       333.862     -36.3214
 1161       333.914     -33.6778
 1162       334.203     -31.0451
 1163       334.707     -28.4377
 1164       335.411     -25.8689
 1165       336.300     -23.3516
 1166       337.364     -20.8979
 1167       338.591     -18.5198
 1168       339.974     -16.2290
 1169       341.506     -14.0369
 1170       343.179     -11.9551
 1171       344.986     -9.99487
 1172       346.921     -8.16738
 1173       348.976     -6.48360
 1174       351.144     -4.95409
 1175       353.415     -3.58896
 1176       355.778     -2.39767
 1177       358.224     -1.38881
 1178      0.737903    -0.569977
 1179       3.30758    0.0524750
 1180       5.91782     0.473564
 1181       8.55305     0.689896
 1182       11.1972     0.699677
 1183       13.8340     0.502823
 1184       16.4472     0.100945
 1185       19.0214    -0.502663
 1186       21.1601     -1.16819
 1187       23.6237     -2.13068
 1188       26.0086     -3.27760
 1189       28.3033     -4.60054
 1190       30.4972     -6.09029
 1191       32.5811     -7.73687
 1192       34.5466     -9.52979
 1193       36.3863     -11.4582
 1194       38.0930     -13.5110
 1195       39.6602     -15.6768
 1196       41.0808     -17.9443
 1197       42.3476     -20.3019
 1198       43.4523     -22.7380
 1199       44.3857     -25.2407
 1200       45.1367     -27.7978
 1201       45.6920     -30.3969
 1202       46.0358     -33.0246
 1203       45.0473     -36.0078
 1204       44.8308     -38.6207
 1205       44.3221     -41.2101
 1206       43.4883     -43.7555
 1207       42.2917     -46.2337
 1208       40.6906     -48.6180
 1209       38.6413     -50.8774
 1210       36.1020     -52.9766
 1211       33.0388     -54.8757
 1212       29.4358     -56.5304
 1213       25.3069     -57.8947
 1214       20.7086     -58.9236
 1215       15.7481     -59.5779
 1216       10.5800     -59.8302
 1217       5.39054     -59.6695
 1218      0.368931     -59.1028
 1219       355.679     -58.1543
 1220       351.439     -56.8609
 1221       347.716     -55.2667
 1222       344.534     -53.4181
 1223       341.880     -51.3598
 1224       339.725     -49.1328
 1225       338.028     -46.7735
 1226       336.326     -43.2760
 1227       335.557     -40.7205
 1228       335.107     -38.1251
 1229       334.942     -35.5098
 1230       335.037     -32.8924
 1231       335.367     -30.2889
 1232       335.913     -27.7143
 1233       336.659     -25.1823
 1234       337.592     -22.7063
 1235       338.699     -20.2988
 1236       339.972     -17.9724
 1237       341.401     -15.7391
 1238       342.978     -13.6110
 1239       344.696     -11.5997
 1240       346.548     -9.71691
 1241       348.526     -7.97403
 1242       350.622     -6.38205
 1243       352.826     -4.95155
 1244       355.129     -3.69245
 1245       357.518     -2.61389
 1246       359.983     -1.72400
 1247       2.50871     -1.02972
 1248       5.08072    -0.536636
 1249       7.68352    -0.248772
 1250       10.3009    -0.168541
 1251       12.9164    -0.296608
 1252       15.5136    -0.631889
 1253       18.0763     -1.17163
 1254       21.7191     -2.31533
 1255       24.1337     -3.33578
 1256       26.4648     -4.53941
 1257       28.7009     -5.91741
 1258       30.8314     -7.46007
 1259       32.8470     -9.15698
 1260       34.7392     -10.9973
 1261       36.5001     -12.9696
 1262       38.1223     -15.0626
 1263       39.5983     -17.2643
 1264       40.9205     -19.5629
 1265       42.0805     -21.9464
 1266       43.0688     -24.4023
 1267       43.8747     -26.9182
 1268       44.4851     -29.4810
 1269       44.8846     -32.0770
 1270       45.0550     -34.6917
 1271       48.3124     -36.4401
 1272       48.1754     -39.1302
 1273       47.7617     -41.8039
 1274       47.0372     -44.4437
 1275       45.9616     -47.0292
 1276       44.4880     -49.5367
 1277       42.5643     -51.9381
 1278       40.1347     -54.2006
 1279       37.1456     -56.2856
 1280       33.5543     -58.1485
 1281       29.3432     -59.7401
 1282       24.5376     -61.0087
 1283       19.2228     -61.9053
 1284       13.5524     -62.3900
 1285       7.73761     -62.4391
 1286       2.01525     -62.0500
 1287       356.606     -61.2421
 1288       351.677     -60.0522
 1289       347.329     -58.5280
 1290       343.601     -56.7211
 1291       340.480     -54.6815
 1292       337.931     -52.4550
 1293       335.899     -50.0815
 1294       334.330     -47.5950
 1295       333.542     -45.9535
 1296       332.619     -43.3426
 1297       332.029     -40.6862
 1298       331.735     -38.0036
 1299       331.705     -35.3115
 1300       331.913     -32.6249
 1301       332.337     -29.9571
 1302       332.960     -27.3209
 1303       333.766     -24.7280
 1304       334.745     -22.1898
 1305       335.886     -19.7173
 1306       337.180     -17.3212
 1307       338.622     -15.0124
 1308       340.205     -12.8015
 1309       341.923     -10.6993
 1310       343.770     -8.71633
 1311       345.742     -6.86329
 1312       347.830     -5.15063
 1313       350.030     -3.58853
 1314       352.331     -2.18684
 1315       354.726    -0.954803
 1316       357.203    0.0990067
 1317       359.752     0.966980
 1318       2.35864      1.64259
 1319       5.00951      2.12062
 1320       7.68956      2.39729
 1321       10.3832      2.47037
 1322       13.0746      2.33926
 1323       15.7479      2.00504
 1324       18.3877      1.47038
